headword	headword_pos	category	relation	collocation	normalized_collocation	confidence	_source_file	_target_hint	headword_norm	collocation_norm	confidence_score	quarantine_reason
contempt	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	contempt	in~	0.9	noise_or_fragment_filter
contentment	noun	PREP	preposition_frame	with~	with~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	contentment	with~	0.9	noise_or_fragment_filter
continent	noun	PREP	preposition_frame	across a/the ~	across a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	continent	across a/the ~	0.9	noise_or_fragment_filter
contradict	verb	PREP	preposition_frame	in~to/with	in~to/with	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	contradict	in~to/with	0.9	noise_or_fragment_filter
control	noun	PREP	preposition_frame	at the~s Chief Air Officer	at the~s chief air officer	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	control	at the~s chief air officer	0.9	noise_or_fragment_filter
controller	noun	PREP	preposition_frame	amid~	amid~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	controller	amid~	0.9	noise_or_fragment_filter
convent	noun	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	convent	in a/the~	0.9	noise_or_fragment_filter
convent	noun	PREP	preposition_frame	ata/the~	ata/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	convent	ata/the~	0.9	noise_or_fragment_filter
conviction	noun	PREP	preposition_frame	on~ an offence which carries	on~ an offence which carries	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	conviction	on~ an offence which carries	0.9	noise_or_fragment_filter
convoy	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	convoy	in~	0.9	noise_or_fragment_filter
cooperation	noun	PREP	preposition_frame	in~with	in~with	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	cooperation	in~with	0.9	noise_or_fragment_filter
copper	noun	PREP	preposition_frame	in~(=using copper)	in~(=using copper)	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	copper	in~(=using copper)	0.9	noise_or_fragment_filter
corner	noun	PREP	preposition_frame	around/round a/the ~	around/round a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	corner	around/round a/the ~	0.9	noise_or_fragment_filter
corner	noun	PREP	preposition_frame	ina/the~	ina/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	corner	ina/the~	0.9	noise_or_fragment_filter
corridor	noun	PREP	preposition_frame	alang a/the ~	alang a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	corridor	alang a/the ~	0.9	noise_or_fragment_filter
corridor	noun	PREP	preposition_frame	at/to the end of a/the~	at/to the end of a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	corridor	at/to the end of a/the~	0.9	noise_or_fragment_filter
corridor	noun	PREP	preposition_frame	dawn a/the ~	dawn a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	corridor	dawn a/the ~	0.9	noise_or_fragment_filter
costume	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	costume	in~	0.9	noise_or_fragment_filter
council	noun	PREP	preposition_frame	ona/the~	ona/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	council	ona/the~	0.9	noise_or_fragment_filter
counter	noun	PREP	preposition_frame	across a/the~	across a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	counter	across a/the~	0.9	noise_or_fragment_filter
course	noun	PREP	preposition_frame	off~	off~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	course	off~	0.9	noise_or_fragment_filter
course	noun	PREP	preposition_frame	far a/the~	far a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	course	far a/the~	0.9	noise_or_fragment_filter
court	noun	PREP	preposition_frame	at~	at~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	court	at~	0.9	noise_or_fragment_filter
court martial	noun	PREP	preposition_frame	ata/the~	ata/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	court martial	ata/the~	0.9	noise_or_fragment_filter
courtesy	noun	PREP	preposition_frame	with~	with~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	courtesy	with~	0.9	noise_or_fragment_filter
courtship	noun	PREP	preposition_frame	during a/the~	during a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	courtship	during a/the~	0.9	noise_or_fragment_filter
courtyard	noun	PREP	preposition_frame	around a/the~	around a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	courtyard	around a/the~	0.9	noise_or_fragment_filter
cover	noun	PREP	preposition_frame	under the~	under the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	cover	under the~	0.9	noise_or_fragment_filter
cover	noun	PREP	preposition_frame	under~of	under~of	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	cover	under~of	0.9	noise_or_fragment_filter
crack	noun	PREP	preposition_frame	with a~	with a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	crack	with a~	0.9	noise_or_fragment_filter
crash	noun	PREP	preposition_frame	with a~	with a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	crash	with a~	0.9	noise_or_fragment_filter
crater	noun	PREP	preposition_frame	ina/the~	ina/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	crater	ina/the~	0.9	noise_or_fragment_filter
crawl	noun	PREP	preposition_frame	at a~	at a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	crawl	at a~	0.9	noise_or_fragment_filter
creak	noun	PREP	preposition_frame	with a~	with a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	creak	with a~	0.9	noise_or_fragment_filter
credit	noun	PREP	preposition_frame	on~J bought it on credit	on~j bought it on credit	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	credit	on~j bought it on credit	0.9	noise_or_fragment_filter
cross-examination	noun	PREP	preposition_frame	during/in ~	during/in ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	cross-examination	during/in ~	0.9	noise_or_fragment_filter
crossing	noun	PREP	preposition_frame	during a/the~	during a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	crossing	during a/the~	0.9	noise_or_fragment_filter
crossing	noun	PREP	preposition_frame	at a/the~	at a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	crossing	at a/the~	0.9	noise_or_fragment_filter
crucial	adjective	PREP	preposition_frame	ona/the~	ona/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	crucial	ona/the~	0.9	noise_or_fragment_filter
crutch	noun	PREP	preposition_frame	on/with~	on/with~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	crutch	on/with~	0.9	noise_or_fragment_filter
cry	noun	PREP	preposition_frame	with a~	with a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	cry	with a~	0.9	noise_or_fragment_filter
cuddle	noun	PREP	preposition_frame	on~	on~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	cuddle	on~	0.9	noise_or_fragment_filter
curfew	noun	PREP	preposition_frame	under ~	under ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	curfew	under ~	0.9	noise_or_fragment_filter
curiosity	noun	PREP	preposition_frame	out of ~	out of ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	curiosity	out of ~	0.9	noise_or_fragment_filter
curiosity	noun	PREP	preposition_frame	with~	with~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	curiosity	with~	0.9	noise_or_fragment_filter
curl	noun	PREP	preposition_frame	in~s	in~s	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	curl	in~s	0.9	noise_or_fragment_filter
currency	noun	PREP	preposition_frame	in... ~Shehad £50in foreign currency	in... ~shehad £50in foreign currency	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	currency	in... ~shehad £50in foreign currency	0.9	noise_or_fragment_filter
curse	noun	PREP	preposition_frame	under a~	under a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	curse	under a~	0.9	noise_or_fragment_filter
curtain	noun	PREP	preposition_frame	behind a/the~	behind a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	curtain	behind a/the~	0.9	noise_or_fragment_filter
curve	noun	PREP	preposition_frame	ina~	ina~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	curve	ina~	0.9	noise_or_fragment_filter
custody	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	custody	in~	0.9	noise_or_fragment_filter
custom	noun	PREP	preposition_frame	according to a/the ~	according to a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	custom	according to a/the ~	0.9	noise_or_fragment_filter
custom	noun	PREP	preposition_frame	in accordance with (a/the ~)	in accordance with (a/the ~)	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	custom	in accordance with (a/the ~)	0.9	noise_or_fragment_filter
customs	noun	PREP	preposition_frame	at~	at~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	customs	at~	0.9	noise_or_fragment_filter
cut	noun	PREP	preposition_frame	cold~s	cold~s	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	cut	cold~s	0.9	noise_or_fragment_filter
cycle	noun	PREP	preposition_frame	by~	by~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	cycle	by~	0.9	noise_or_fragment_filter
cynicism	noun	PREP	preposition_frame	with ~	with ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	cynicism	with ~	0.9	noise_or_fragment_filter
damage	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	damage	in~	0.9	noise_or_fragment_filter
danger	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	danger	in~	0.9	noise_or_fragment_filter
dark	noun	PREP	preposition_frame	after~	after~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	dark	after~	0.9	noise_or_fragment_filter
darkness	noun	PREP	preposition_frame	in (the)~	in (the)~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	darkness	in (the)~	0.9	noise_or_fragment_filter
data	noun	PREP	preposition_frame	in the~	in the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	data	in the~	0.9	noise_or_fragment_filter
data	noun	PREP	preposition_frame	on a/the~	on a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	data	on a/the~	0.9	noise_or_fragment_filter
day	noun	PREP	preposition_frame	In sb’s~	in sb’s~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	day	in sb’s~	0.9	noise_or_fragment_filter
daylight	noun	PREP	preposition_frame	before~	before~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	daylight	before~	0.9	noise_or_fragment_filter
daylight	noun	PREP	preposition_frame	during the~	during the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	daylight	during the~	0.9	noise_or_fragment_filter
dealer	noun	PREP	preposition_frame	through a/the~	through a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	dealer	through a/the~	0.9	noise_or_fragment_filter
dealings	noun	PREP	preposition_frame	in your~with	in your~with	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	dealings	in your~with	0.9	noise_or_fragment_filter
death	noun	PREP	preposition_frame	after (sb’s)~	after (sb’s)~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	death	after (sb’s)~	0.9	noise_or_fragment_filter
death	noun	PREP	preposition_frame	in ~	in ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	death	in ~	0.9	noise_or_fragment_filter
debate	noun	PREP	preposition_frame	under ~	under ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	debate	under ~	0.9	noise_or_fragment_filter
debris	noun	PREP	preposition_frame	among the~	among the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	debris	among the~	0.9	noise_or_fragment_filter
debris	noun	PREP	preposition_frame	in the ~	in the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	debris	in the ~	0.9	noise_or_fragment_filter
debt	noun	PREP	preposition_frame	of~ $80 million of debt	of~ $80 million of debt	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	debt	of~ $80 million of debt	0.9	noise_or_fragment_filter
debt	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	debt	in~	0.9	noise_or_fragment_filter
debt	noun	PREP	preposition_frame	during a/the ~	during a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	debt	during a/the ~	0.9	noise_or_fragment_filter
debt	noun	PREP	preposition_frame	for a/the ~	for a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	debt	for a/the ~	0.9	noise_or_fragment_filter
debt	noun	PREP	preposition_frame	in a/the ~	in a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	debt	in a/the ~	0.9	noise_or_fragment_filter
debt	noun	PREP	preposition_frame	over a/the~	over a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	debt	over a/the~	0.9	noise_or_fragment_filter
debt	noun	PREP	preposition_frame	throughout a/the ~	throughout a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	debt	throughout a/the ~	0.9	noise_or_fragment_filter
debt	noun	PREP	preposition_frame	within a/the~	within a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	debt	within a/the~	0.9	noise_or_fragment_filter
deck	noun	PREP	preposition_frame	below~	below~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	deck	below~	0.9	noise_or_fragment_filter
decline	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	decline	in~	0.9	noise_or_fragment_filter
decrease	noun	PREP	preposition_frame	on the~	on the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	decrease	on the~	0.9	noise_or_fragment_filter
defence	noun	PREP	preposition_frame	insb’s~	insb’s~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	defence	insb’s~	0.9	noise_or_fragment_filter
defence	noun	PREP	preposition_frame	in~ to play in defence	in~ to play in defence	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	defence	in~ to play in defence	0.9	noise_or_fragment_filter
defer	verb	PREP	preposition_frame	in/out of~to	in/out of~to	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	defer	in/out of~to	0.9	noise_or_fragment_filter
defer	verb	PREP	preposition_frame	with~	with~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	defer	with~	0.9	noise_or_fragment_filter
defiance	noun	PREP	preposition_frame	in~(of)	in~(of)	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	defiance	in~(of)	0.9	noise_or_fragment_filter
deficit	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	deficit	in~	0.9	noise_or_fragment_filter
degree	noun	PREP	preposition_frame	in ... ~s	in ... ~s	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	degree	in ... ~s	0.9	noise_or_fragment_filter
deliberation	noun	PREP	preposition_frame	with~ With slow deliberation	with~ with slow deliberation	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	deliberation	with~ with slow deliberation	0.9	noise_or_fragment_filter
delight	noun	PREP	preposition_frame	in/with~	in/with~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	delight	in/with~	0.9	noise_or_fragment_filter
delusion	noun	PREP	preposition_frame	under a/the~	under a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	delusion	under a/the~	0.9	noise_or_fragment_filter
democracy	noun	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	democracy	in a/the~	0.9	noise_or_fragment_filter
department	noun	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	department	in a/the~	0.9	noise_or_fragment_filter
depression	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	depression	in~	0.9	noise_or_fragment_filter
depth	noun	PREP	preposition_frame	at~	at~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	depth	at~	0.9	noise_or_fragment_filter
depth	noun	PREP	preposition_frame	In~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	depth	in~	0.9	noise_or_fragment_filter
descent	noun	PREP	preposition_frame	on/during a/the ~	on/during a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	descent	on/during a/the ~	0.9	noise_or_fragment_filter
descent	noun	PREP	preposition_frame	by~	by~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	descent	by~	0.9	noise_or_fragment_filter
design	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	design	in~	0.9	noise_or_fragment_filter
desperate	adjective	PREP	preposition_frame	about Lfeltdesperate about my future	about lfeltdesperate about my future	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	desperate	about lfeltdesperate about my future	0.9	noise_or_fragment_filter
desperation	noun	PREP	preposition_frame	in (your)~ In desperation	in (your)~ in desperation	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	desperation	in (your)~ in desperation	0.9	noise_or_fragment_filter
destination	noun	PREP	preposition_frame	to a/the~	to a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	destination	to a/the~	0.9	noise_or_fragment_filter
detachment	noun	PREP	preposition_frame	with~	with~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	detachment	with~	0.9	noise_or_fragment_filter
detention	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	detention	in~	0.9	noise_or_fragment_filter
deterioration	noun	PREP	preposition_frame	with~	with~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	deterioration	with~	0.9	noise_or_fragment_filter
deterrent	noun	PREP	preposition_frame	as a~	as a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	deterrent	as a~	0.9	noise_or_fragment_filter
devotion	noun	PREP	preposition_frame	with~	with~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	devotion	with~	0.9	noise_or_fragment_filter
dexterity	noun	PREP	preposition_frame	with~	with~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	dexterity	with~	0.9	noise_or_fragment_filter
diagnosis	noun	PREP	preposition_frame	after~	after~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	diagnosis	after~	0.9	noise_or_fragment_filter
diagram	noun	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	diagram	in a/the~	0.9	noise_or_fragment_filter
dialogue	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	dialogue	in~	0.9	noise_or_fragment_filter
dictation	noun	PREP	preposition_frame	at sb’s~	at sb’s~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	dictation	at sb’s~	0.9	noise_or_fragment_filter
dictionary	noun	PREP	preposition_frame	in a/the ~	in a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	dictionary	in a/the ~	0.9	noise_or_fragment_filter
diet	noun	PREP	preposition_frame	ona~	ona~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	diet	ona~	0.9	noise_or_fragment_filter
difficulty	noun	PREP	preposition_frame	he still remains optimistic. in~	he still remains optimistic. in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	difficulty	he still remains optimistic. in~	0.9	noise_or_fragment_filter
dignity	noun	PREP	preposition_frame	beneath your ~	beneath your ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	dignity	beneath your ~	0.9	noise_or_fragment_filter
dignity	noun	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	dignity	in a/the~	0.9	noise_or_fragment_filter
dinghy	noun	PREP	preposition_frame	in/into a/the~	in/into a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	dinghy	in/into a/the~	0.9	noise_or_fragment_filter
direction	noun	PREP	preposition_frame	from a/the~	from a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	direction	from a/the~	0.9	noise_or_fragment_filter
directive	noun	PREP	preposition_frame	in accordance with a/the~	in accordance with a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	directive	in accordance with a/the~	0.9	noise_or_fragment_filter
directory	noun	PREP	preposition_frame	in a/the ~	in a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	directory	in a/the ~	0.9	noise_or_fragment_filter
disagreement	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	disagreement	in~	0.9	noise_or_fragment_filter
disappointment	noun	PREP	preposition_frame	to your~ To her disappointment	to your~ to her disappointment	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	disappointment	to your~ to her disappointment	0.9	noise_or_fragment_filter
disapproval	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	disapproval	in~	0.9	noise_or_fragment_filter
disarray	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	disarray	in~	0.9	noise_or_fragment_filter
disbelief	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	disbelief	in~	0.9	noise_or_fragment_filter
disc	noun	PREP	preposition_frame	on(a/the)~	on(a/the)~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	disc	on(a/the)~	0.9	noise_or_fragment_filter
discomfort	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	discomfort	in~	0.9	noise_or_fragment_filter
discount	noun	PREP	preposition_frame	at a~	at a~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	discount	at a~	0.9	noise_or_fragment_filter
discretion	noun	PREP	preposition_frame	at sb’s~	at sb’s~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	discretion	at sb’s~	0.9	noise_or_fragment_filter
discussion	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	discussion	in~	0.9	noise_or_fragment_filter
disgrace	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	disgrace	in~	0.9	noise_or_fragment_filter
disguise	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	disguise	in~	0.9	noise_or_fragment_filter
disk	noun	PREP	preposition_frame	from~	from~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	disk	from~	0.9	noise_or_fragment_filter
disobedience	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	disobedience	in~	0.9	noise_or_fragment_filter
disposition	noun	PREP	preposition_frame	of a... ~	of a... ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	disposition	of a... ~	0.9	noise_or_fragment_filter
dispute	noun	PREP	preposition_frame	beyond~	beyond~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	dispute	beyond~	0.9	noise_or_fragment_filter
disrepute	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	disrepute	in~	0.9	noise_or_fragment_filter
distinction	noun	PREP	preposition_frame	of~	of~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	distinction	of~	0.9	noise_or_fragment_filter
distraction	noun	PREP	preposition_frame	without~	without~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	distraction	without~	0.9	noise_or_fragment_filter
distributor	noun	PREP	preposition_frame	through a/the~	through a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	distributor	through a/the~	0.9	noise_or_fragment_filter
district	noun	PREP	preposition_frame	in/within a/the~	in/within a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	district	in/within a/the~	0.9	noise_or_fragment_filter
disuse	noun	PREP	preposition_frame	from/through/with ~	from/through/with ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	disuse	from/through/with ~	0.9	noise_or_fragment_filter
division	noun	PREP	preposition_frame	inthe... ~	inthe... ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	division	inthe... ~	0.9	noise_or_fragment_filter
dock	noun	PREP	preposition_frame	at a/the~	at a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	dock	at a/the~	0.9	noise_or_fragment_filter
dole	noun	PREP	preposition_frame	off the~	off the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	dole	off the~	0.9	noise_or_fragment_filter
domain	noun	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	domain	in a/the~	0.9	noise_or_fragment_filter
domain	noun	PREP	preposition_frame	within a/the ~	within a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	domain	within a/the ~	0.9	noise_or_fragment_filter
domination	noun	PREP	preposition_frame	under sb’s~	under sb’s~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	domination	under sb’s~	0.9	noise_or_fragment_filter
donation	noun	PREP	preposition_frame	in~s	in~s	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	donation	in~s	0.9	noise_or_fragment_filter
doorway	noun	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	doorway	in a/the~	0.9	noise_or_fragment_filter
doubt	noun	PREP	preposition_frame	beyond (a/all/any)~	beyond (a/all/any)~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	doubt	beyond (a/all/any)~	0.9	noise_or_fragment_filter
doubt	noun	PREP	preposition_frame	consult your doctor. without (a)~	consult your doctor. without (a)~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	doubt	consult your doctor. without (a)~	0.9	noise_or_fragment_filter
downfall	noun	PREP	preposition_frame	in~	in~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	downfall	in~	0.9	noise_or_fragment_filter
drawer	noun	PREP	preposition_frame	from/out of a/the ~	from/out of a/the ~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	drawer	from/out of a/the ~	0.9	noise_or_fragment_filter
drawer	noun	PREP	preposition_frame	in a/the~	in a/the~	high	governed_prepositions.tsv	ocd_governed_prepositions_raw.tsv	drawer	in a/the~	0.9	noise_or_fragment_filter
